city,day,avg_flow,avg_speed,avg_occ
hamburg,2016-11-02,153.22804389928987,,0.15451193748794476
essen,2017-03-28,255.67669833491678,52.62747214560692,0.020174151001779245
darmstadt,2016-04-18,121.67489658041306,,0.13374118269381008
innsbruck,2017-04-29,392.21380245585937,36.14316415105251,
cagliari,2016-07-04,282.8134145326238,,0.06907861004863361
augsburg,2017-05-07,124.44509335793708,,0.09497322439196133
cagliari,2016-05-23,279.44961860499205,,0.07470411605131085
darmstadt,2015-10-14,127.83118214814694,,0.15023861065448085
cagliari,2016-07-11,279.9947712743774,,0.06639257354914947
darmstadt,2016-04-12,148.57995456470678,,0.16452642691206495
augsburg,2017-05-08,188.7007874390389,,0.15177780421078715
basel,2016-10-28,194.12608225108224,,0.07988257575757558
cagliari,2016-07-20,276.3388657417529,,0.06752715711532065
graz,2016-04-06,219.11071599616855,,0.053651352969347914
graz,2016-04-05,215.57169305520682,,0.05263523977070028
innsbruck,2017-04-22,0.0,0.0,
london,2015-05-17,277.2841581724585,,0.23081591053108738
london,2016-05-19,267.8477160080206,,0.2600239182163925
augsburg,2017-05-24,199.97067901234567,,0.19981352880658382
essen,2017-09-15,248.46344893697136,53.241868550917246,0.017941544690328163
cagliari,2016-06-15,272.87766109844665,,0.06802860720336251
kassel,2016-08-28,71.05013192612137,,0.03220316633245383
hamburg,2016-11-01,154.82128394934358,,0.16338591270872574
hamburg,2016-11-30,149.6460660514813,,0.15822381395413446
hamburg,2016-10-30,112.69359014186601,,0.09298383162046701
london,2015-10-01,305.4962483168547,,0.26988854160054454
graz,2016-09-20,203.97736261182774,,0.04990354362727931
hamburg,2016-10-20,152.32512232512232,,0.1351606988328225
innsbruck,2017-04-09,309.8554689682292,37.20412306923395,
cagliari,2016-07-25,272.96446204355783,,0.06727707326961607
darmstadt,2015-10-13,117.6829110423311,,0.12796392187322697
hamburg,2016-11-24,156.56624190938513,,0.15240563042827948
basel,2016-10-29,127.23647186147186,,0.055659947691197705
bolton,2017-11-16,349.9879518072289,24.129114428703296,15.036679273647119
essen,2017-09-03,126.64369453164362,55.84670176479478,0.007785159127030281
kassel,2016-08-30,252.15797069168556,,0.1566619089279196
constance,2017-02-14,155.28997289972867,29.980180103884337,0.04795169941282731
innsbruck,2017-04-01,399.2057290878038,36.37630206131728,
birmingham,2017-10-24,428.1943693335454,36.56458663110289,
groningen,2017-09-21,203.58863636363637,36.91239371388398,Infinity
hamburg,2016-11-26,125.24332524271844,,0.12106974071090748
innsbruck,2017-04-23,17.313802082682294,3.2202908120225695,
bremen,2016-09-22,215.63159133709982,,0.07011982480019188
hamburg,2016-10-19,149.6991611831732,,0.1314521144442917
innsbruck,2017-04-13,459.62890576571203,35.128689156406274,
birmingham,2017-10-26,440.7631088418835,36.065380361923566,
hamburg,2016-09-01,158.46669204415684,,0.15282629416125135
darmstadt,2015-09-25,112.02558466504287,,0.12416978554030696
hamburg,2016-09-19,150.1601261938455,,0.13621035165949533
bremen,2016-09-23,218.2939027739632,,0.0721717596593287
cagliari,2016-06-24,281.4776484653752,,0.07281516006693783
birmingham,2017-11-17,517.8778961060076,35.066304814389596,
bremen,2016-09-28,213.16811256420218,,0.07009519429519862
kassel,2016-09-02,48.07842317697451,,0.024629474867669643
cagliari,2016-07-19,276.4853255624728,,0.06649064490637013
cagliari,2016-07-15,281.9460833483898,,0.06875160169003357
hamburg,2016-11-28,145.6531148867314,,0.14074279164352516
london,2015-09-26,281.8155580488606,,0.2483797178733893
innsbruck,2017-04-17,288.9877598273221,36.28654529085937,
hamburg,2016-10-07,161.3712489862125,,0.1521420456472422
augsburg,2017-05-22,194.79128440366972,,0.18534467380224084
bern,2016-10-27,158.3180576901023,,0.13737075056088444
cagliari,2016-06-02,180.72277275936793,,0.04069503624254774
constance,2017-02-18,133.4126355013547,31.893072493224892,0.039037262872628646
hamburg,2016-09-29,164.15678718117744,,0.16589405327105727
london,2015-05-19,273.20499641742344,,0.25044951552791705
hamburg,2016-09-07,163.71173217209687,,0.1566519885353115
hamburg,2016-09-03,130.0869149758061,,0.11470571950706265
cagliari,2016-07-21,279.2441547044443,,0.06947469651801658
cagliari,2016-07-13,289.04612852136825,,0.07180966217455843
darmstadt,2016-04-11,147.60740569491003,,0.15806855983251258
essen,2017-09-22,245.0059419756107,52.81073311491709,0.017736430042351495
hamburg,2016-11-17,160.3756144613115,,0.1694071966127095
essen,2017-09-11,245.56785866156642,53.73297103773038,0.01777946859903382
augsburg,2017-05-09,187.28729458956207,,0.14901302468516303
darmstadt,2016-04-29,164.19216317767044,,0.16625578304321853
hamburg,2016-11-19,133.34137788778878,,0.1314581850223397
cagliari,2016-05-18,287.8768809682366,,0.07753634654504292
darmstadt,2016-04-25,147.88273803793203,,0.1614318218285625
augsburg,2017-05-19,196.74159306985518,,0.14149184882074037
darmstadt,2016-04-26,152.0197357643272,,0.16175527523745709
darmstadt,2015-10-12,110.91832810915997,,0.1248466734250812
bolton,2017-11-18,309.19644813018306,26.277725541824378,12.59664890650047
bremen,2016-09-30,229.26024581568018,,0.0760742298352337
cagliari,2016-05-26,276.3147142297906,,0.07570109121504613
hamburg,2016-10-01,126.03771289537713,,0.10883393354081856
hamburg,2016-08-29,148.99316722322118,,0.1379593730418346
essen,2017-09-20,242.8860818171669,52.90531920158768,0.016250531339361638
hamburg,2016-11-20,106.9319306930693,,0.09547103819987479
bordeaux,2016-11-25,348.52173046251994,,0.09882472679801274
constance,2017-02-19,94.52520325203228,32.48620144534774,0.023677704381210685
basel,2016-10-24,182.30128060093216,,0.06784542286981309
cagliari,2016-05-31,278.298753407455,,0.07920353865610096
essen,2017-09-24,110.07447639045928,54.48786087926022,0.006536204185643015
cagliari,2016-07-12,284.92100392019995,,0.06962795496335121
london,2015-09-25,295.38649519658236,,0.2676918471756337
innsbruck,2017-04-15,354.6645834883464,36.633810780924456,
london,2016-05-17,248.54324372890082,,0.24700378067073814
cagliari,2016-07-28,270.99515579585585,,0.0673281036777771
london,2015-05-21,285.66953340289547,,0.25075493257560894
essen,2017-09-02,196.72540271178588,54.92322217846794,0.013029767423891222
hamburg,2016-11-05,131.46142739273927,,0.13723034479406587
bolton,2017-11-17,349.07446452476574,24.55545349447681,14.565520222696449
cagliari,2016-07-29,281.8323396702788,,0.06863961903597449
graz,2016-09-19,205.52566531086583,,0.05243624636838965
hamburg,2016-12-01,153.58449690773762,,0.16914790503864685
hamburg,2016-09-08,165.26990289288744,,0.15945802764758638
hamburg,2016-11-22,149.3382981320962,,0.1421055321521555
hamburg,2016-08-31,157.6214685825621,,0.14757170350400467
darmstadt,2016-04-21,141.94195901921995,,0.16179219828550764
essen,2017-09-17,127.60909827526336,54.636560512038436,0.008938245167264734
augsburg,2017-05-06,163.46204807874315,,0.12085699413213137
darmstadt,2015-10-15,123.89732272108992,,0.14786207361197906
darmstadt,2015-09-24,109.91448528729231,,0.13424444599152716
hamburg,2016-09-04,110.42690592051906,,0.09711178861788598
cagliari,2016-07-01,295.2797065618792,,0.07116123529282291
hamburg,2016-10-17,143.54063121272367,,0.1256732416888715
hamburg,2016-10-03,99.1234793187348,,0.0783890162319942
darmstadt,2015-10-06,118.32594499261165,,0.10244196577529746
cagliari,2016-07-07,273.0881563674035,,0.06919384497895537
hamburg,2016-09-22,162.51208611707173,,0.14996457236814908
darmstadt,2016-05-06,141.78151002722498,,0.12672945665093915
cagliari,2016-07-27,268.47988282717006,,0.06597658630100234
cagliari,2016-06-20,264.06340147803286,,0.06578338246006404
hamburg,2016-09-10,128.69996544083267,,0.11133817837850045
augsburg,2017-05-20,160.3828410121041,,0.10606445188654415
bern,2016-10-24,152.93888390293574,,0.12829947626635904
cagliari,2016-05-20,282.6001966976781,,0.07431361470550976
bern,2016-10-28,170.15496556177555,,0.14003561990278185
essen,2017-09-08,250.52654116366725,53.06000789188175,0.017937190900098925
hamburg,2016-11-27,113.87398779025952,,0.10421717249525056
graz,2016-04-07,225.7201278796877,,0.056588114852243084
london,2015-09-28,257.56509765472657,,0.2461317529720749
darmstadt,2016-04-20,139.39665954106388,,0.15620604523131312
hamburg,2016-10-27,152.8081444799858,,0.13561900391581602
constance,2017-02-13,149.07435636856337,29.809002371273664,0.04496587059620581
hamburg,2016-10-18,146.79574558648721,,0.13593058823325482
hamburg,2016-11-04,167.41712850530337,,0.16574245576887892
augsburg,2017-05-12,210.19861704547105,,0.14405421491443396
bremen,2016-09-20,212.39787794226615,,0.0698791845696495
hamburg,2016-11-21,146.500268162878,,0.13738502211868706
augsburg,2017-05-25,113.13642980018525,,0.13468638348551015
essen,2017-09-28,254.65744602788402,53.182020152937085,0.017988122827346485
cagliari,2016-06-30,284.0399431520682,,0.07000062333896806
darmstadt,2015-09-21,145.3562351785191,,0.13635409679115398
essen,2017-03-29,254.62063473615171,52.59297318510136,0.017446443124927248
innsbruck,2017-04-24,471.05442721332463,33.9703559475868,
hamburg,2016-09-18,113.87144856117297,,0.09147246320832171
essen,2017-09-12,247.22441273502236,53.28091751640459,0.01791224592903503
bremen,2016-09-24,165.46120104520594,,0.046069803937617004
essen,2017-09-10,131.72569404231822,54.95738376394841,0.008439093648586006
hamburg,2016-08-27,117.32230131208047,,0.10171406886363421
darmstadt,2015-10-08,156.62633787543024,,0.14048991780218517
augsburg,2017-05-16,194.36732349390553,,0.13705639822423804
basel,2016-10-31,33.97402597402598,,0.020207792207792202
cagliari,2016-06-27,263.5864417000641,,0.06799009385658916
darmstadt,2016-04-22,156.08608826507918,,0.1741849093151832
cagliari,2016-05-24,282.7265274157826,,0.07575105335871728
essen,2017-09-25,266.81947874691275,53.11969537592614,0.01922272412149576
hamburg,2016-11-12,128.79651402640263,,0.11877934895833771
graz,2016-09-21,207.42642847180252,,0.05002782556139216
hamburg,2016-11-25,160.4432645631068,,0.1558259869321371
basel,2016-10-30,133.6098484848485,,0.04824666305916324
hamburg,2016-10-10,151.5716089255746,,0.14446329567613114
innsbruck,2017-04-14,456.0169269362629,34.87502166403212,
hamburg,2016-11-15,143.38263201320132,,0.16219483377575677
essen,2017-09-16,194.3018529227949,53.72748737452229,0.012537541015248033
hamburg,2016-11-11,159.31670483381816,,0.1583741271189315
birmingham,2017-11-14,564.7656418971111,32.637671447519935,
cagliari,2016-05-16,274.4762563364802,,0.07619071288716919
essen,2017-09-29,261.74042434051506,53.400410138267894,0.019411089872309776
hamburg,2016-11-14,147.00837154602803,,0.14778064719410042
augsburg,2017-05-13,176.21440993668463,,0.112334820541893
darmstadt,2015-10-02,124.95155579893624,,0.14766594917561915
london,2015-05-18,264.8728732617325,,0.2437348097818213
hamburg,2016-09-28,162.54923141682008,,0.15774596129828963
hamburg,2016-10-08,133.17579075425792,,0.11723245176652977
essen,2017-03-31,274.13504615185576,52.7088201840459,0.02020601583623022
london,2015-05-20,279.9798200968488,,0.25152564112097775
london,2015-05-22,294.43819088451113,,0.2515141180310713
innsbruck,2017-04-16,261.9713539119792,37.194075610297304,
cagliari,2016-06-01,291.2624043749424,,0.08052457319380565
augsburg,2017-05-17,191.32359089336248,,0.13772736968341942
bern,2016-10-26,177.20572926438763,,0.13752886177339363
hamburg,2016-11-13,108.92875570140136,,0.09470256551896222
darmstadt,2015-09-30,158.0444089527739,,0.16135393329044181
bordeaux,2016-11-27,221.97485977564102,,0.049887541964475514
bern,2016-10-29,140.27180445035015,,0.10200561122699404
hamburg,2016-10-04,154.0081731159244,,0.14470267483946433
hamburg,2016-09-16,156.62132772299816,,0.14604057934189493
augsburg,2017-05-23,196.81613346543514,,0.18810987887116726
cagliari,2016-07-18,271.45329370603065,,0.07020452161777267
hamburg,2016-12-02,167.11508899676375,,0.16806021019178588
hamburg,2016-12-08,131.40837378640776,,0.14082468558277697
innsbruck,2017-04-02,316.05416683719625,36.6631510073763,
darmstadt,2015-09-23,107.9355000029075,,0.12928006404255438
essen,2017-09-18,241.28529797707273,52.924295422695685,0.01708767562142969
darmstadt,2015-10-05,94.55721220527046,,0.09960910772075647
innsbruck,2017-04-19,235.0963541030816,19.701996545737845,
london,2015-05-15,290.07927282900164,,0.254991658111218
basel,2016-10-27,182.33170995670994,,0.07567221320346301
hamburg,2016-11-10,147.4564800932867,,0.1573592356554011
graz,2016-09-22,208.25813250560952,,0.05077407316988038
constance,2017-02-17,162.03130081300787,29.77673328816614,0.05029002935862669
hamburg,2016-10-24,140.85104129710723,,0.11929810275025257
innsbruck,2017-04-20,318.2041671831815,19.347048605282115,
london,2016-05-16,252.02638524499665,,0.24400743915718032
bern,2016-10-30,102.12894674748281,,0.07272656510884551
cagliari,2016-06-22,278.80579359985904,,0.0669761766966782
hamburg,2016-09-30,164.82591380666108,,0.1556403979745109
hamburg,2016-10-02,108.93837473957409,,0.09367779555048038
essen,2017-03-30,264.5107671553026,52.356097449277854,0.01914013315234957
darmstadt,2015-10-09,145.9776561065924,,0.15635946450613203
london,2015-05-23,280.6196320443861,,0.22839261428902297
cagliari,2016-06-16,279.96997576882586,,0.06848965244414867
darmstadt,2016-05-03,130.97591358788688,,0.15169483579394538
essen,2017-09-05,245.740692465145,54.24196477679294,0.01743883482022169
bordeaux,2016-11-24,337.050139553429,,0.09081328057708365
cagliari,2016-06-14,254.4444939273831,,0.06672569626694161
hamburg,2016-09-13,151.98231752242066,,0.1359245326269732
hamburg,2016-09-27,158.81364536270877,,0.1489397555820259
augsburg,2017-05-11,200.08528809311517,,0.14524317420537397
cagliari,2016-07-05,280.45050503788565,,0.07082825797309183
birmingham,2017-11-15,458.63268239073466,37.249255925675904,
bordeaux,2016-11-23,325.9981150793651,,0.08463546669868338
hamburg,2016-12-06,153.6888816595418,,0.14701490519774746
innsbruck,2017-04-10,444.13411451534284,34.6996528242947,
innsbruck,2017-04-07,511.4348957881293,34.72703991208768,
augsburg,2017-05-18,191.20037910956174,,0.13733994585490536
constance,2017-02-15,151.65765582655808,30.241830397470604,0.045590164859981734
hamburg,2016-09-11,110.40014639502257,,0.09193490143323034
hamburg,2016-11-16,150.65021195837159,,0.16572468623920614
essen,2017-09-27,249.1590777430194,52.45324901977756,0.018668559070018947
groningen,2017-10-06,220.27976620002886,35.216485081898924,Infinity
london,2016-05-20,276.36472657891767,,0.2585101918027665
birmingham,2017-10-28,360.7656441717791,36.90240811153359,
hamburg,2016-10-11,153.92748478701824,,0.15056050901451232
hamburg,2016-09-20,153.50777906245563,,0.1418058741064399
innsbruck,2017-04-06,495.95104231861995,34.4152994560026,
innsbruck,2017-04-26,472.1356776343099,34.18476562581164,
hamburg,2016-11-09,147.37020198874842,,0.1404783795306249
kassel,2016-08-31,254.65976786787897,,0.15892404145525985
innsbruck,2017-04-30,299.22057255603295,36.68398439871528,
cagliari,2016-07-08,287.1324799381465,,0.06892895371137435
darmstadt,2016-04-28,158.06625525892693,,0.1594161668479761
hamburg,2016-10-29,129.15794533079057,,0.11095898843086352
hamburg,2016-09-05,155.38544982663882,,0.1476496050055282
innsbruck,2017-04-12,442.28177084296885,35.16961812370878,
essen,2017-09-23,192.28996332754292,54.38758383732871,0.012011910277198692
hamburg,2016-11-06,114.06257899760105,,0.10801404600252665
darmstadt,2015-09-28,109.55788841856481,,0.12273582723197389
hamburg,2016-10-31,157.71878580201678,,0.1579279167421212
hamburg,2016-09-14,154.8481069132648,,0.13718263164671668
bolton,2017-11-14,346.3975903614458,24.349682594714427,14.418053166125073
cagliari,2016-07-26,274.09072154636726,,0.0691750749215178
hamburg,2016-10-05,154.10263449552104,,0.14444507739285004
cagliari,2016-05-19,282.6426147307916,,0.07815871219396918
hamburg,2016-12-07,144.89644012944984,,0.1530845994739745
hamburg,2016-10-23,101.17583307905176,,0.08152692953743801
hamburg,2016-12-04,111.56988268608414,,0.10147128278940873
bolton,2017-11-13,380.50921523933573,23.69733303714513,15.719835751084897
bremen,2016-09-26,208.2995919648462,,0.06835901626807075
darmstadt,2015-09-29,119.82035449513418,,0.13957916192074307
hamburg,2016-12-09,102.00903008931219,,0.10853659618840121
cagliari,2016-06-29,286.0899425394807,,0.07510128299967994
luzern,2015-04-23,362.6303668953267,,0.18711356936334453
luzern,2015-11-24,300.9864249465812,,0.0850071447649547
luzern,2015-01-25,1501.2208531118144,,13.033912513185546
luzern,2015-07-24,432.7736645299145,,0.5699939903846293
luzern,2015-01-22,1568.6730353375528,,12.808073707805876
luzern,2015-04-01,306.994387755102,,0.2040562641723399
luzern,2015-09-18,318.38031517094015,,0.08920479433760425
luzern,2015-02-27,2625.9224024261603,,10.094951872362843
luzern,2015-04-19,208.87307964852607,,0.2630531462585127
luzern,2015-05-25,187.4200467687075,,0.26936210317461456
luzern,2015-03-08,1466.545523470464,,0.26542029272152884
luzern,2015-08-01,179.54448450854701,,0.08490852029914439
luzern,2015-05-24,294.02770691609976,,0.2387071995464939
luzern,2015-03-22,276.38780061521254,,0.312145204138713
luzern,2015-10-29,376.133211345737,,0.8878564909422
luzern,2015-06-16,857.3690211187214,,13.658700627853896
luzern,2015-02-02,1525.8996901371308,,12.933910205696176
luzern,2015-10-26,262.3747262286325,,0.13378792735043155
luzern,2015-07-26,198.88726629273503,,0.06010576923076606
luzern,2015-11-11,282.7033920940171,,0.09106196581196414
luzern,2015-12-29,227.82969417735043,,0.07276883012820203
luzern,2015-07-16,312.61520432692305,,0.07906009615384323
luzern,2015-07-12,278.1545806623932,,0.060959935897432864
luzern,2015-11-04,340.58543996000367,,0.36957369784565797
luzern,2015-11-22,183.85031383547008,,0.05656997863247572
luzern,2015-12-25,212.37242254273505,,0.053978365384613036
luzern,2015-06-12,316.69389269406395,,0.17147124714612094
luzern,2015-06-13,342.0346033105023,,0.09681406963469935
luzern,2015-03-10,1620.0077004219409,,0.1714574103375569
luzern,2015-12-01,477.1863247863248,,0.12069664797008507
luzern,2015-10-13,274.0893963675214,,0.09470940170940002
luzern,2015-12-23,312.20330528846154,,0.08201575854700578
luzern,2015-06-27,750.7676445578231,,0.09760161564625688
luzern,2015-03-23,395.8130872483221,,4.330292435682258
luzern,2015-04-05,493.24192176870747,,0.16129343820862424
luzern,2015-07-07,2837.6496159610406,,34.9387979644296
luzern,2015-08-31,324.65716479700853,,0.11568696581196644
luzern,2015-10-28,312.4944310897436,,0.2425428685897508
madrid,2016-12-16,601.4128364037257,,0.12340432327729176
luzern,2015-12-17,387.2619010009047,,0.7102716946450952
luzern,2015-03-11,1716.6395503691983,,0.2780565005274293
luzern,2015-05-18,328.14964805366594,,0.5695552721088559
luzern,2015-05-07,566.5291840095247,,0.6514732187864641
luzern,2015-09-24,367.9862847222222,,1.04430241720085
luzern,2015-05-30,542.655931122449,,0.08285756802720723
luzern,2015-03-30,1237.690625,,6.903093395691516
luzern,2015-11-29,205.48446848290598,,0.05851963141025335
luzern,2015-11-12,302.6338875534188,,0.1256819577991458
luzern,2015-10-25,302.5406850961538,,0.06447115384615089
luzern,2015-07-25,268.94937900641025,,0.08499385683760578
luzern,2015-07-04,302.5576176303855,,0.11591191893424177
luzern,2015-10-08,299.9031784188034,,0.13949245459401874
luzern,2015-02-19,2234.5872692510547,,12.861528085443002
luzern,2015-12-03,312.5336672008547,,0.09393629807692153
luzern,2015-12-28,240.67198851495726,,0.06783660523503988
luzern,2015-07-17,311.8262419871795,,0.719942307692314
luzern,2015-07-06,416.83341035120145,,5.687557980013802
madrid,2017-11-11,255.34719154589533,,0.03321775892040102
luzern,2015-09-27,193.52898637820513,,0.127333266559833
luzern,2015-12-27,200.67353766025641,,0.059279113247860137
luzern,2015-08-14,982.5366519764957,,6.706605546652367
luzern,2015-09-05,298.49704193376067,,0.10147309027777754
luzern,2015-04-04,581.7400581065759,,0.20152551020408452
luzern,2015-09-16,286.99657451923076,,0.1406335470085497
madrid,2017-11-04,209.30033006410284,,0.03191692235012571
luzern,2015-09-08,297.45341107430363,,0.29454435153523284
luzern,2015-10-16,315.2589676816239,,0.1294616720085488
luzern,2015-09-14,267.1006744123932,,0.16864289529914925
luzern,2015-05-14,476.4549744897959,,0.40422647392291966
luzern,2015-04-13,320.4958542393061,,0.3945314640795326
luzern,2015-02-28,2166.940901898734,,6.429906052215184
losangeles,2017-10-09,751.2814675930765,,0.046699183506031014
luzern,2015-09-29,309.6752203525641,,0.501467815170946
luzern,2015-07-20,280.0658653846154,,0.08557024572649394
luzern,2015-09-07,294.0520365918803,,0.18081824252137085
luzern,2015-12-26,207.64808360042736,,0.061430622329057064
luzern,2015-01-05,978.7461563818565,,6.51735251845984
luzern,2015-11-25,271.56238648504274,,0.08606583867521107
luzern,2015-11-06,347.96481036324786,,0.09189009081196431
luzern,2015-03-21,550.2851230425056,,0.21460018176734422
luzern,2015-04-14,303.42106009070295,,0.1824551445578276
